ID;URL;Price;Description;activity_sector;external_ad_id;real_estate_type;square;land_plot_surface;rooms;bedrooms;nb_bathrooms;nb_shower_room;energy_rate;ges;specificities;heating_type;heating_mode;elevator;outside_access;fees_at_the_expanse_of;fai_included;pro_rates_link;district_id;district_visibility;district_type_id;district_resolution_type;mandate_type;price_per_square_meter;custom_ref;immo_sell_type;is_import;lease_type;nb_floors_building;nb_parkings;building_year;old_price;has_visibility_option;store_logo;store_name;online_store_id;floor_number;annual_charges;orientation;virtual_tour;profile_picture_url;real_estate_type_specificities;nb_floors_house;new_seller_type;available_date;type_real_estate_sale;rating_score;rating_count;is_preview_program
2731366103;https://www.leboncoin.fr/ad/ventes_immobilieres/2731366103;2700000;"Maison 9 pièces 416 m²

REFERENCE ANNONCE : DH3 - Maison à vendre Sceaux dans les Hauts-de-Seine (92),
A quelques pas du Parc de Sceaux et la rue Houdan avec ses nombreux commerces de quartier, l'Office Notarial HAMOU & Associés est heureux de vous présenter cette maison ancienne entièrement à rénover implanté au beau milieux de la ville de Sceaux. 

Situé à une vingtaine de minutes de Paris, près du célèbre domaine de Sceaux, venez découvrir cette splendide maison aux volumes impressionnant répartie en 3 niveaux. Anciennement édifiée sur une parcelle de plus de 700m2 et exposée plein Sud, elle est parfaitement au calme avec une vue panoramique imprenable sur la ville et la verdure.

Totalisant une superficie habitable d'environ 415m2, et centrée autour d'une véritable cour d'entrée avec ses galeries de circulation, elle se compose d'un salon d'époque, une salle à manger ouvrant sur terrasse et jardin, cuisine dinatoire, sept chambre, deux bureaux et de greniers à aménager sous les toits. De nombreux espaces restent à aménager. Doté également d'un jardin bien entretenu de plus 740m2 avec un accès voiture. 

À VISITER RAPIDEMENT !

REFERENCE A RAPPELER A L'OFFICE POUR TOUT CONTACT : DH3

2 700 000 euros. 2 600 000 euros + Honoraires de négo. : 100 000 euros (soit 3,85% à la charge de l'acquéreur)

 Une annonce immobilière de notaire du site Immonot

Surface : 416 m²
Prix du bien : 2700000 €
Prix du bien hors honoraires : 2600000 €
Honoraires TTC : 3.85 % soit 100000 €
Honoraires à la charge de l'acquéreur
Date de réalisation du diagnostic énergétique : 05/01/2024

Consommation énergie primaire : 451.0 kWh/m²/an
Consommation énergie finale : Non communiqué

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 4000 € et 6000 € par an. Prix moyens des énergies indexés sur l'année 2024 (abonnements compris)
Logement à consommation énergétique excessive : classe G";2;immonot_0000014018__l800233911;1;416;736;9;7;;;g;g;;;;;;buyer;1;https://www.immonot.com/detail-notaire/0000014018/selarl-hamou-associes.html#baremes;200030;VRAI;1;integration_flux;;6490;DH3;old;VRAI;sell;;;;;;;;;;;;;;;;;;;;;
2898578052;https://www.leboncoin.fr/ad/ventes_immobilieres/2898578052;694000;"Maison 6 pièces 130 m²

MyHouse agence N1 de l'immobilier à Bagneux vous propose, à proximité immédite du Métro L4 'Lucie Aubrac', L15 'Grand Paris' et du centre ville 'Dampierre', une MAISON des années 2000, comprenant: - au rez-de-chaussée; une entrée avec placard, un vaste séjour avec cuisine équipée et cheminée, une buanderie, un wc et une chambre indépendante. - à l'étage; un palier déservant, un wc, une salle de bains, 3 grandes chambres et une salle d'eau. - Jardin de 100m2 à l'arrière - Jardin de 80m2 à l'avant - 2/3 places de parking couvertes
 Ce bien vous séduira par sa localisation idéale, ses beaux volumes et sa luminosité.
 Contactez-nous pour plus d'informations ou organiser une visite !

Surface : 130 m²
Prix du bien : 694000 €
Prix du bien hors honoraires : 665000 €
Honoraires TTC : 4.36 % soit 29000 €
Honoraires à la charge de l'acquéreur
Date de réalisation du diagnostic énergétique : 03/12/2024

Consommation énergie primaire : 276 kWh/m²/an
Consommation énergie finale : 147 kWh/m²/an

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 2 190 € et 3 010 € sur les années 2021, 2022 et 2023 (abonnements compris).";2;laboiteimmo_14344_1762;1;130;180;6;4;1;1;e;b;;individual;electric;;;buyer;1;;100394;VRAI;1;integration_flux;exclusive;5338;V10001762;old;VRAI;sell;2;3;2000;;;;;;;;;;;;;;;;;;
2948172810;https://www.leboncoin.fr/ad/ventes_immobilieres/2948172810;600000;"Maison 7 pièces 120 m²

Dans une copropriété des années 80, à deux pas de la ligne 13 (Agnettes ou Courtilles) et de la future ligne 15, jolie maison familiale d'env 120 m2. Au rdc, vous trouverez un très bel espace de réception d'environ 53m2 avec cuisine ouverte, salle à manger, salon avec poêle à bois et un bar, le tout de plain pied sur une grande terrasse de 33m2. Un atelier/ bureau et un wc complètent le RDC. A l'étage : 3 chambres et un grand dressing (pouvant faire office d'une 4ème chambre), une salle d'eau et une salle de bain avec wc. Deux emplacements parking dont un box fermé. Aucun travaux à prévoir, excellent DPE, vous serez séduits par cette maison aux très beaux volumes et aux pieds des commerces et des transports.

Surface : 120 m²
Prix du bien : 600000 €
Prix du bien hors honoraires : 582000 €
Honoraires TTC : 3.09 % soit 18000 €
Honoraires à la charge de l'acquéreur

A propos de la copropriété :
Pas de procédure en cours
Nombre de lots : 27
Charges prévisionnelles annuelles : 1825 €
Date de réalisation du diagnostic énergétique : 05/12/2024

Consommation énergie primaire : 207 kWh/m²/an
Consommation énergie finale : 0 kWh/m²/an

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 1 590 € et 2 180 € sur les années 2021, 2022 et 2023 (abonnements compris).";2;laboiteimmo_13210_1387;1;120;;7;4;1;1;d;b;;individual;electric;;;buyer;1;https://home-and-co.la-boite-immo.com/i/redac/honoraires?honofor=1;3001097;VRAI;9;integration_flux;simple;5000;16875;old;VRAI;sell;2;2;;;VRAI;https://img.leboncoin.fr/api/v1/lbcpb1/images/a4/66/18/a4661842-84a5-439b-bcb2-5ec4aaf09ff0?rule=bo-thumb;HOME AND CO;39230;;1825;;;;;;;;;;;
2924315117;https://www.leboncoin.fr/ad/ventes_immobilieres/2924315117;820000;"92270 - BOIS-COLOMBES- QUARTIER FAIDHERBE / PASTEUR - CALME - MAISON de 116 mètre au sol - 3 CHAMBRES -  BUREAU -TRAVERSANTE - COURS DE 27 m² -  GARE DE BECON à 3 minutes à pied.

Efficity, l'agence qui estime votre bien en ligne vous propose dans une rue calme, située à 2 minutes de courbevoie quartier Bécon, cette maison en brique d'une surface habitable de 105 m². Le rdc se compose d'une entrée, d'un salon, une cuisine et wc indépendant. Au 1er étage se trouve deux chambres, une salle d'eau et un w-c. Le deuxième étage se compose d'une grande chambre et d'une pièce qui peut servir au choix, de bureau, de dressing, ou de la création d'une troisième pièce d'eau . Au sous-sol, vous trouverez une grande salle de bains avec fenêtre, douche, une cave, une buanderie et divers rangements..
Les commerces et transports sont nombreux et à proximités. Sectorisation scolaire Camus.
 Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Georisque : georisques. gouv. fr
 Eric Aufour - EI - est Agent Commercial mandataire en immobilier, immatriculé au Registre Spécial des Agents Commerciaux du Tribunal de Commerce de Nanterre sous le n°904650645.
Siège social du mandant : effiCity, 48 avenue de Villiers - 75017 PARIS - Société par Actions Simplifiée, société au capital de 132 373,05 euros, immatriculée au RCS Paris 497 617 746 et titulaire de la Carte professionnelle CPI 7501 2015 000 002 025 - CCI Paris IDF - Caisse de Garantie : GALIAN Assurances 89 rue de la Boétie 75008 Paris
Référence annonce : 174400
Date de réalisation du diagnostic : 12/12/2022
Le prix indiqué comprend les honoraires à la charge de l'acheteur : 2,50% TTC du prix du bien hors honoraires
Prix hors honoraires : 800 000 €

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 2 200 € et 3 300 € par an. Prix moyens des énergies indexés sur l'année 2021 (abonnements compris)
Logement à consommation énergétique excessive : classe F";2;ubiflow_ACCPI2628429_455568974;1;105;177;4;3;1;1;f;f;;individual;gas;2;;buyer;1;http://diszln7ft1ccx.cloudfront.net/pdf/BAREME_NATIONAL.pdf;100342;VRAI;1;integration;simple;7810;174400;old;VRAI;sell;;;1901;;;;;;;;south;;;;;;;;;;
2900222581;https://www.leboncoin.fr/ad/ventes_immobilieres/2900222581;998000;"Maison 6 pièces 190 m²

Vous recherchez une belle maison dépendant du collège Jules Verne ou des établissements privés de Rueil, le tout à 20mn à pied du centre ville, à 10 mn à pied des bus et à quelques enjambées des commerces de proximité ? Alors venez visiter !

Maison familiale organisée sur 3 niveaux et offrant une pièce de vie de plus de 40m2 en L, avec cheminée et ouvrant de plain pied sur le jardin exposé sud-ouest, une cuisine dinatoire pouvant s'ouvrir sur la pièce de vie, 3 chambres, un bel espace sous combles aménagé avec 2 autres chambres, 3 pièces d'eau, 3 toilettes.  

Sous-sol total avec plusieurs espaces dont salle de jeux. Garage attenant de 20m2 environ.

Le bien comprend 1 lot, et il est situé dans une copropriété de 3 lots (il n'y a pas de charges courantes liées à la copropriété et le syndicat des copropriétaires ne fait pas l'objet d'une procédure citée à l'article L. 721-1 du code de la construction et de l'habitation).

Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr
Prix de vente : 998 000 €
Honoraires charge vendeur

Contactez votre conseiller SAFTI : Pascale DE SOUSA, Tél. : [Coordonnées masquées], E-mail : [Coordonnées masquées] - EI - Agent commercial immatriculé au RSAC de Nanterre sous le numéro 833 720 394

Surface : 190 m²
Honoraires à la charge du vendeur

A propos de la copropriété :
Pas de procédure en cours
Nombre de lots : 3
Date de réalisation du diagnostic énergétique : 07/06/2024

Consommation énergie primaire : 173 kWh/m²/an
Consommation énergie finale : Non communiqué

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 1 610 € et 2 230 € par an. Prix moyens des énergies indexés sur l'année 2021 (abonnements compris)";2;safti_186826_1398762;1;190;295;6;5;3;;c;c;;individual;gas;2;;seller;;https://bareme.safti.fr;100377;VRAI;1;integration_flux;exclusive;5253;1398762;old;VRAI;sell;;2;1995;;VRAI;https://img.leboncoin.fr/api/v1/lbcpb1/images/a8/d3/4e/a8d34e2a-16fd-4c51-a4ba-1c4ad4385232?rule=bo-thumb;Pascale DE SOUSA - SAFTI;5828504;;;;;;;;;;;;;
2829353334;https://www.leboncoin.fr/ad/ventes_immobilieres/2829353334;1495000;"DC | ARCHI_IMMO_Paris

92800 PUTEAUX / PROXIMITE CENTRE VILLE & GARE / MAISON RENOVE PAR ARCHITECTE DE 172 M² + 18M² DE DEPENDANCE / 7 PIECES / 4-5 CHAMBRES / JARDIN PAYSAGER 210 m² / TERRASSES / BOX DE STATIONNEMENTS / 2 CAVES

DC | ARCHI_IMMO_Paris by Efficity  / David Cote (Architecte & Agent Immobilier) vous proposent cette magnifique maison rénovée par Architectes, très lumineuse, ouverte sur un jardin paysager à l’abri des regards.

Elle est située dans un quartier calme de Puteaux, à proximité des commerces, du marché, des écoles et de la gare.
La ville de Puteaux, commune très dynamique dispose d’espaces verts et de belles infrastructures sportives et est à deux pas du quartier des affaires de la Défense.
Ce bien rare sur le secteur se compose d’une maison sur 2 niveaux de 174 m² disposant d’un vaste espace ouvert de réception donnant sur la terrasse prolongée par un magnifique jardin paysager d’inspiration japonaise.
La maison est complétée par un studio à aménager de 18m² situé au fonds de la parcelle et dispose de 2 caves.

Elle est parfaitement orientée et pourra accueillir une famille en quête d’un havre de paix à proximité de Paris.
Chauffage et eau chaude en individuel gaz complété par un poêle à granule design.

Ce bien jouit d’une très belle distribution permettant d’accueillir famille et amis tout en préservant l’intimité de chacun :

RDC | 107m²
. Vaste pièce de vie de 64 m² orientée sud-ouest avec de larges baies vitrées donnant sur le jardin
. Cuisine ouverte et équipée comportant un ilot central et une arrière cuisine pour optimiser les rangements
. Espace bureau  éclairé par une verrière zénithale
. Suite parentale de 23 m² avec sa salle de bain balnéo
. Dressing (5 m²)
. Sanitaires invité avec lave-main
. Accès à une première cave de 12,5 m²

1er étage |  67 m²
. Grande chambre de 17 m² avec dressing (ou salle de bain) de 4,64 m² donnant sur terrasse de 21m² exposée sud-ouest surplombant le jardin
. Deux chambres de plus de 14 m² chacune avec une belle hauteur sous plafonds (2,80 m) avec dressing
. Salle de douche de 4,6m²
. Sanitaires indépendants
. Palier très lumineux de 10m² avec une verrière zénithale distribue tous les espaces

Le jardin paysager d’inspiration japonaise donne accès à un studio indépendant de 18 m² situé à l’extrémité de la parcelle ainsi qu’à une grande cave saine de 14,5 m² permettant d’optimiser les rangements.
> Deux box de stationnement associés à ce bien et loués par la ville de Puteaux à moins de 50m de la maison.

Ce bien parfaitement agencé et rénové avec des matériaux de qualité ne nécessite aucuns travaux d'usage pour devenir votre « Home Sweet Home ».

Toiture tuile et zinc sur extension et ravalement refaits en 2021, fenêtres double vitrage équipées de volets roulant électriques changées en 2022.
Abri de jardin de 18 m² aménageable avec possibilité de surélévation.

La situation au calme et proche de tous les commerces, du marché, de la gare SNCF de Puteaux, de la future station de métro L15 et du quartier d’affaires de La Défense, en font un bien particulièrement recherché.
A moins de 4min à pied du Jardin de la Rose des Vents (Parfait pour les enfants) et du cimetière ancien de Puteaux offrant une vue imprenable sur PARIS.

TAXE FONCIERE | 1 136 €

TRANSPORTS
TRAIN : Gare de Puteaux direction Paris - Saint Lazare (7' à pied) (Ligne L & U)
TRAM : T2 permettant d'être à moins de 15' de la ligne 1
BUS : 141 / 360 / 157
METRO : future ligne 15

VISITES
Sur rendez-vous

CONTACT
David Cote | [Coordonnées masquées] / [Coordonnées masquées]

Pour + d’informations & de photos /plans

_

DC | ARCHI_IMMO by efficity :  Expertise - Vente - Achat - Rénovation

> L’EQUIPE et MOI-MEME restons à votre disposition pour toutes ESTIMATIONS et VENTES de BIENS IMMOBILIERS partout en FRANCE.
> Nous sommes également à la RECHERCHE de DEUX nouveaux CONSULTANTS  afin de RENFORCER  L’EQUIPE sur ce secteur.
 Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Georisque : georisques. gouv. fr
 David Cote - EI - est Agent Commercial mandataire en immobilier, immatriculé au Registre Spécial des Agents Commerciaux du Tribunal de Commerce de PARIS sous le n°892171000.
Siège social du mandant : effiCity, 48 avenue de Villiers - 75017 PARIS - Société par Actions Simplifiée, société au capital de 132 373,05 euros, immatriculée au RCS Paris 497 617 746 et titulaire de la Carte professionnelle CPI 7501 2015 000 002 025 - CCI Paris IDF - Caisse de Garantie : GALIAN Assurances 89 rue de la Boétie 75008 Paris
Référence annonce : 164111
Date de réalisation du diagnostic : 21/04/2023
Les honoraires sont à la charge du vendeur

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 1 740 € et 2 420 € par an. Prix moyens des énergies indexés sur l'année 2021 (abonnements compris)";2;ubiflow_ACCPI2386749_435935186;1;190;354;7;5;1;1;c;c;;individual;;2;;seller;;http://diszln7ft1ccx.cloudfront.net/pdf/BAREME_NATIONAL.pdf;100356;VRAI;1;integration_flux;simple;7868;164111;old;VRAI;sell;;2;1900;1550000;;;;;;;west;;;;;;;;;;
2755182423;https://www.leboncoin.fr/ad/ventes_immobilieres/2755182423;560000;"Maison de ville 4 pièces 93 m²

Colombes Petite-Garenne à proximité immédiate des Vallées à Colombes, à seulement 5 minutes à pied des commerces de la rue Felix Faure et de la gare,

cette maison de ville offre une solution pratique pour les familles et les professions libérales à la recherche d'un espace de travail à domicile.
La maison d'une surface au sol totale de 92.54m² ( surface habitable 80m²) se compose au rez-de-chaussée : d'un séjour avec cuisine ouverte à aménager selon vos goûts, d'un wc séparés, et d'un dégagement avec placard menant vers une pièce de 16M² donnant sur petite cour intérieur,  idéale pour accueillir votre activité professionnelle libérale.
A l'étage vous découvrirez deux chambres dont une une avec salle d'eau et wc.
Les combles isolés et spacieux seront un espace de stockage appréciable.
L'entresol est aménagé en salle de bains, cuisine d'été, et comporte également la chaufferie.

Suite à des rénovations récentes, cette maison bénéficie désormais d'une note énergétique excellente, classée en catégorie C, grâce notamment au remplacement de la chaudière flambant neuve, des fenêtres et des isolants, vous profiter d'une isolation énergétique accrue tout en bénéficiant du charme de l'ancien d'une maison en briques de type 1930.

Si vous recherchez une maison ancienne réunissant d'un côté votre espace à vivre et de l'autre, votre espace de travail séparé, alors cette propriété à Colombes pourrait bien être l'option idéale pour vous.

Contactez nous dès aujourd'hui pour planifier une visite et découvrir toutes les possibilités qu'elle offre pour votre mode de vie professionnel et personnel !

Surface : 93 m²
Prix du bien : 560000 €
Honoraires à la charge du vendeur
Date de réalisation du diagnostic énergétique : 20/02/2024

Consommation énergie primaire : 165 kWh/m²/an
Consommation énergie finale : Non communiqué

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 820 € et 1 160 € par an. Prix moyens des énergies indexés sur l'année 2021 (abonnements compris)

Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr";2;netty_198844_12526;1;93;;4;3;1;1;c;a;;;gas;;;seller;;https://files.netty.immo/file/company39193zxy/853/328Jf/bareme_honoraires_colombes_08_23_1.pdf;100334;VRAI;1;integration;exclusive;6022;VM526-COMPANY39193ZXY;old;VRAI;sell;;;1930;590000;VRAI;https://img.leboncoin.fr/api/v1/lbcpb1/images/e7/dc/8e/e7dc8e27-7251-430e-bfb7-185aa7b1df5e?rule=bo-thumb;WE INVEST COLOMBES;6030825;;;;https://my.matterport.com/show/?m=zbeUgNx6fwg;;;;;;;;;
2924264347;https://www.leboncoin.fr/ad/ventes_immobilieres/2924264347;800000;"Maison 7 pièces 159 m²

iad France - Mouna Mokdad vous propose: À deux pas du parc Heller et à 7 min à pied du RER B, venez découvrir cette charmante maison offrant un cadre de vie agréable et confortable. 

Dès l'entrée, vous serez séduit par un magnifique espace à vivre avec un spacieux séjour baigné de lumière et sa belle cheminée pour les soirées d’hiver au coin du feu.  
Une cuisine ouverte, moderne et conviviale, est parfaitement agencée pour ceux qui aiment cuisiner tout en restant au cOEur de la vie de la maison. 
Séjour et cuisine ont un accès direct à une grande terrasse donnant sur le jardin exposé sud-ouest.
Toujours au rez-de-chaussée, un bureau lumineux constitue un espace parfait pour le télétravail ou les loisirs créatifs. A proximité, vous trouverez une salle d’eau ainsi qu’un WC séparé.

À l'étage, un palier dessert quatre chambres spacieuses et lumineuses ainsi qu'une salle de bains fonctionnelle avec WC. Chacune des pièces a été pensée pour offrir un maximum de confort et d'espace. 
Enfin, le sous-sol total est un atout supplémentaire. Il comprend un grand garage, un espace buanderie, une cave offrant de nombreux rangements, ainsi qu'une grande pièce pouvant être aménagée selon ses besoins en chambre, en bureau ou même en salle de sport.

Cette maison avec une superficie au sol de 237 m2 bénéficie d'un emplacement idéal, dans un environnement calme, tout en restant proche des commerces, des écoles et des transports. 
Un parfait équilibre entre tranquillité et commodités. 
N'attendez plus pour découvrir cette maison, appelez-moi !

Honoraires d'agence à la charge du vendeur.
Information d'affichage énergétique sur ce bien : classe ENERGIE D indice 209 et classe CLIMAT D indice 32. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : www.georisques.gouv.fr.
La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Mouna Mokdad mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de NANTERRE sous le numéro 909485229, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.

Surface : 159 m²
Honoraires à la charge du vendeur
Date de réalisation du diagnostic énergétique : 07/10/2024

Consommation énergie primaire : 209 kWh/m²/an
Consommation énergie finale : Non communiqué

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 2 320 € et 3 200 € sur les années 2021, 2022 et 2023 (abonnements compris).";2;iad_130911_1737871;1;159;335;7;5;;;d;d;;;;2;;seller;;https://bareme.iadfrance.fr/detail/65499;3000833;VRAI;9;integration;exclusive;5031;1680767;old;VRAI;sell;;;1989;;VRAI;https://img.leboncoin.fr/api/v1/lbcpb1/images/22/73/8e/22738e17-596a-4e53-a4ea-fd273d0d799f?rule=bo-thumb;Mouna MOKDAD - IAD France;2674692;;;;;;;;;;;;;
2906051962;https://www.leboncoin.fr/ad/ventes_immobilieres/2906051962;799000;"Maison 4 pièces 220 m²

Jouxtant le nouveau quartier du Panorama et à 5 mn à pied du tramway T6 'Soleil Levant', bien immobilier d'environ 220 m² édifié sur une parcelle de 466 m². Cet ancien atelier textile est actuellement agencé en loft. Ce bien atypique à fort potentiel peut être réagencé en plusieurs lots ou convenir à une activité mixte, commerciale ou libérale. Double vitrage. Chauffage individuel électrique. Trois places de parking. Petit jardin. Proximité transports, commerces et écoles. Honoraires à charge acquéreur inclus dans le prix de vente : 3 % TTC (Prix 776 000 euros hors honoraires).

Surface : 220 m²
Prix du bien : 799000 €
Prix du bien hors honoraires : 776000 €
Honoraires TTC : 2.96 % soit 23000 €
Honoraires à la charge de l'acquéreur
Date de réalisation du diagnostic énergétique : 04/10/2024

Consommation énergie primaire : 511 kWh/m²/an
Consommation énergie finale : Non communiqué

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 9 670 € et 9 670 € sur les années 2021, 2022 et 2023 (abonnements compris).
Logement à consommation énergétique excessive : classe G";2;ac3_17640_57612436;1;220;466;4;;;;g;c;;individual;electric;2;;buyer;1;https://media.immo-facile.com/segments/immo/catalog/images/manufacturers_bareme/390190.pdf;100406;VRAI;1;integration_flux;exclusive;3632;1076;old;VRAI;sell;;;;875000;;;;;;;;;;;;;;;;;
2809505992;https://www.leboncoin.fr/ad/ventes_immobilieres/2809505992;940000;"92140 CLAMART – QUARTIER PERCY SCHNEIDER – MAISON TRAVERSANTE DE 146 M² - JARDIN 130 M² - 7 PIECES – 5 CHAMBRES – REZ-DE-JARDIN AMENAGEABLE DE 60 M²
Nichée dans une charmante rue paisible, Constance Champion, votre consultante en immobilier efficity, vous invite à explorer cette magnifique maison des années 1950, offrant un véritable potentiel dans un cadre verdoyant unique.
Cette habitation de 206M² de superficie / 146M² de surface habitable est établie sur 4 niveaux. Elle offre un véritable potentiel d’aménagement en fonction de vos goûts et de vos besoins. Elle dispose de 3 accès indépendants.

Vous serez séduit par le potentiel de cette maison, sans vis-à-vis et par son jardin de 130M² agrémenté d’arbres fruitiers, parfait pour des moments de détente et de convivialité.

Elle se compose comme suit :

-Au premier niveau : en rez-de- jardin, un sous-sol non enterré entièrement aménageable et donnant accès au jardin de 130 M² arboré et doté d’arbres fruitiers.
-Au deuxième niveau : un séjour, 3 chambres, une salle de bain avec fenêtre, un W.C. séparé.
-Au troisième niveau : un double séjour lumineux et traversant, une cuisine aménagée, une salle de bain, un W.C. séparé, une salle de bain avec fenêtre.
-Au quatrième niveau : 2 chambres et de nombreux rangements.
Cette configuration permet de considérer l'accueil d'une profession libérale, offrant ainsi un cadre de vie harmonieux et pratique.

A PROXIMITE :
- À quelques pas du bois de Clamart, du centre sportif Hunebelle, de la piscine, du cœur de Clamart et de ses nombreux commerces.
- Transports : accès facile avec le Clamibus (arrêt Vallée du Bois) et lignes de bus 190, 191, 290 et N62.
- Sectorisation scolaire : maternelle et élémentaire Les Rochers, Collège Rabelais (Meudon), Lycées :  Jacques Monod (Clamart), Rabelais (Meudon), Jean Jaurès (Châtenay-Malabry).

CÔTÉ TECHNIQUE :
-Aménagement : absence de murs porteurs pour une modularité totale.
-Rénovations : Toiture entièrement refaite et isolée, isolation intérieure complète, fenêtres en PVC avec persiennes, électricité mise à jour en 2001, Velux récents.
-Nombreux rangements
-Equipement : chaudière au gaz de ville pour un confort optimal (production d’eau chaude et de chauffage)
-DPE : E / GES : E
-Taxe foncière : 2 363 €

Une occasion à ne pas rater ! Coup de cœur assuré !
Contactez dès maintenant Constance Champion au [Coordonnées masquées] ou par email à [Coordonnées masquées] pour planifier votre visite.
 Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Georisque : georisques. gouv. fr
 Constance Champion - EI - est Agent Commercial mandataire en immobilier, immatriculé au Registre Spécial des Agents Commerciaux du Tribunal de Commerce de Nanterre sous le n°847559630.
Siège social du mandant : effiCity, 48 avenue de Villiers - 75017 PARIS - Société par Actions Simplifiée, société au capital de 132 373,05 euros, immatriculée au RCS Paris 497 617 746 et titulaire de la Carte professionnelle CPI 7501 2015 000 002 025 - CCI Paris IDF - Caisse de Garantie : GALIAN Assurances 89 rue de la Boétie 75008 Paris
Référence annonce : 163600
Date de réalisation du diagnostic : 06/08/2024
Les honoraires sont à la charge du vendeur

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 3 130 € et 4 280 € sur les années 2021, 2022 et 2023 (abonnements compris).";2;ubiflow_ACCPI1691047_434222900;1;146;190;7;5;2;;e;e;;individual;gas;2;;seller;;http://diszln7ft1ccx.cloudfront.net/pdf/BAREME_NATIONAL.pdf;100409;VRAI;1;integration;simple;6438;163600;old;VRAI;sell;;;1950;1040000;;;;;;250;north;;;;;;;;;;
2948208793;https://www.leboncoin.fr/ad/ventes_immobilieres/2948208793;4450000;"MAISON 10 pièces

L'agence Rive Droite Rive Gauche vous propose de découvrir à la vente sur la commune de Ville-d'Avray (92410), cette magnifique propriété construite en 2004 sur une parcelle de 1275 m².Maison d’environ dix pièces remplie de lumière de 381 m² habitable et 520 m² de surface au sol.Rez-de-chaussée : Entrée, toilettes invités, cuisine, salon de réception, cheminée XVIII eme époque Louis XIV en pierre de Lorraine, salle à manger, petit salon, grande terrasse et accès direct sur le jardin.1er étage : Quatre chambres, deux salles de douche, une salle de bains, trois toilettes, nombreux dressings.Second étage : Bureau donnant sur une grande terrasse. Sous-sol : Une chambre d’amis, une salle de bains, un toilette, une salle de sports, cave à vins, buanderie, chaufferie et un garage de 120 m² pouvant accueillir six véhicules.Prestations de qualité : Pierre de Bourgogne, escalier en acier forgé finition patine antiquaire, habillage du limon de l’escalier, de l’entrée et les pièces de réception en staff, interrupteurs et prises de courant Meljac en aluminium brossé, aspirateur centralisé VCI pour chaque niveau, arrosage automatique pour le gazon et tous les parterres ( 5 réseaux ), cage d’ascenseur installée.Le centre-ville et les écoles sont à moins de 12 minutes.Pour vos promenades, vous apprécierez également le charme des étangs de Corot et la majestueuse forêt de fausses reposes.Niveau transports en commun, il y a les bus à 5 minutes et la gare de Sèvres Ville-d'Avray à une quinzaine de minutes à pied.Le prix de vente de cette maison est de 4 450 000 € (honoraires charge vendeur)Votre agence immobilière vous invite à découvrir toutes les originalités de ce nouveau bien en vente en prenant rendez-vous avec l'un de nos conseillers.
Référence annonce : 920001M1ELD
Date de réalisation du diagnostic : 24/10/2023
Les honoraires sont à la charge du vendeur

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 3 750 € et 5 120 € par an. Prix moyens des énergies indexés sur l'année 2023 (abonnements compris)";2;ubiflow_ACCPI00004195959_461448599;1;520;1275;10;4;1;3;d;d;;;;2;;seller;;;92077;FAUX;2;integration_flux;simple;8558;920001M1ELD;old;VRAI;sell;;;2004;;;;;;0;;south;;;;;;24/01/2025;;;;
